,26_BNNR
ACC,0.9702572347266881
AUC,0.5
Fscore,0.0002351410919360084
HR@10,0.0033140016570008283
HR@2,0.0008285004142502071
HR@5,0.0016570008285004142
Lin's AUC,0.7459899436807422
NDCGk,0.16572411557719868
global AUC,0.9575125860625581
global NDCG,0.6490758250533162
prediction time (sec),1.2333993911743164
training time (sec),46706.38662314415
